ID,Team/team_id,First Name,Last Name,Num,Age,DOB,player/birth_city,player/sp,player/country,HT,Wt,S,Draft,Round,Overall,Rk,player/pos_id,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,TOI,TOI/G,TOI/Sh,Shifts,Sh/G,Passes,Pa/60,FOW,FOL,FO%,HitsReceived,HitsRecieved/60,HitsGiven,HitsGiven/60,BlockedShots,Blocks/60,GiveAways,Giveaways/60,TakeAways,Takeaways/60,PIM,Minor,Major,Misconducts,Game Misconducts,Match,Grit,ShootOutShotsTaken,ShootoutGoals,SO%,1G,OTG,GWG,ENG,BHG,DeflG,SlapG,SnapG,TipG,WrapG,WristG,PenaltyShotGoals,PenaltyShotsTaken,PenaltyShot%,ShotDist,Crossbar,Post,OverNet,WideOfNet,Backhand,Deflected,Slap,Snap,Tipped,Wraparound,Wrist,1st Star,2nd Star,3rd Star,injury/Injury1,injury/Injury2,injury/Injury3,injury/Injury4,salary_Days,Salary,Cap Hit,Cap Cost,Bonuses
567,NYI,Brock,Nelson,29,24,10/15/91,Warroad,MN,USA,75,206,L,2010,1,30,,LW,81,26,14,7,40,-3,165,49,79,0.16,76804,15.8,45.8,1676,20.7,60,2.8,186,202,0.479,101,4.7,59,2.8,50,2.3,24,1.1,48,2.2,30,15,0,0,0,0,139,1,0,0,6,0,3,1,1,0,3,5,3,0,14,0,0,0,28.2,0,3,4,42,11,0,9,33,14,1,97,2,5,2,,,,,186,1.5,2.5,2.5,0
570,WSH,Aaron,Ness,55,25,5/18/90,Roseau,MN,USA,70,187,L,2008,2,40,,D,8,0,2,0,2,4,8,5,5,0.00,5946,12.4,42.5,140,17.5,0,0,0,0,0,9,5.4,4,2.4,7,4.2,2,1.2,0,0,2,1,0,0,0,0,13,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6,0,0,0,5,0,0,2,1,0,0,5,0,0,0,,,,,28,0.575,0.575,0.087,0
578,WSH,Matt,Niskanen,2,29,12/6/86,Virginia,MN,USA,72,200,R,2005,1,28,,D,82,5,27,12,32,10,150,70,115,0.03,121335,24.7,51.5,2354,28.7,87,2.6,0,0,0,170,5,157,4.7,145,4.3,62,1.8,34,1,38,19,0,0,0,0,340,,, ,0,1,3,1,0,0,2,0,0,0,3,0,0,0,55.3,2,3,6,59,2,1,73,14,0,0,60,3,0,3,,,,,186,5.75,5.75,5.75,0
588,NJD,Jim,O'Brien,36,27,1/29/89,Maplewood,MN,USA,75,195,R,2007,1,29,,C,4,0,0,0,0,-4,3,0,2,0.00,3244,13.5,42.7,76,19,0,0,29,20,0.592,5,5.5,7,7.8,2,2.2,1,1.1,0,0,2,1,0,0,0,0,11,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,,,,7,0.575,0.575,0.022,0
594,NYI,Kyle,Okposo,21,27,4/16/88,St. Paul,MN,USA,72,217,R,2006,1,7,,RW,79,22,42,23,64,-4,202,70,104,0.11,86295,18.2,50.5,1708,21.6,224,9.3,23,40,0.365,140,5.8,90,3.8,39,1.6,54,2.3,42,1.8,51,22,1,0,0,0,181,10,5,0.5,3,2,4,1,2,0,0,1,2,0,17,0,0,0,29.3,1,4,6,59,12,1,12,33,9,2,133,5,2,5,Lower body,,,,186,4.5,2.8,2.8,0
618,MIN,Zach,Parise,11,31,7/28/84,Minneapolis,MN,USA,71,196,L,2003,1,17,,LW,70,25,28,14,53,-3,234,81,70,0.11,81026,19.3,49.8,1628,23.3,123,5.5,0,4,0,96,4.3,71,3.2,42,1.9,18,0.8,39,1.7,36,16,0,0,0,0,149,6,1,0.17,8,0,7,1,4,2,3,3,1,0,12,0,0,0,25.1,0,5,10,66,20,9,22,24,26,4,129,6,2,7,Undisclosed,Upper body,Lower body,,186,9,7.538,7.538,0
651,MIN,Nate,Prosser,39,29,5/7/86,Elk River,MN,USA,74,202,R,,,,,D,54,0,3,1,3,1,20,9,16,0.00,36882,11.4,41.5,889,16.5,3,0.3,0,0,0,66,6.4,34,3.3,73,7.1,16,1.6,5,0.5,39,12,3,0,0,0,149,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,0,0,2,7,0,0,4,2,0,0,14,0,0,0,Illness,Hand,Back,,186,0.6,0.625,0.625,0
669,FLA,Kyle,Rau,92,23,10/24/92,Eden Prairie,MN,USA,68,178,L,2011,3,91,Y,C,9,0,0,0,0,-1,15,8,5,0.00,6799,12.6,43,158,17.6,0,0,0,0,0,14,7.4,4,2.1,3,1.6,1,0.5,3,1.6,2,1,0,0,0,0,9,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,8,1,0,0,3,0,2,9,0,0,0,,,,,23,0.792,0.859,0.106,0
715,WSH,Nate,Schmidt,88,24,7/16/91,St. Cloud,MN,USA,72,191,L,,,,,D,72,2,14,8,16,12,80,46,58,0.03,78061,18.1,46.3,1686,23.4,94,4.3,0,0,0,69,3.2,69,3.2,111,5.1,42,1.9,34,1.6,16,3,2,0,0,0,198,,, ,0,0,1,0,0,0,2,0,0,0,0,0,0,0,47.4,2,1,3,40,4,0,28,6,1,0,41,0,0,1,Lower body,,,,186,0.75,0.812,0.813,0
717,MIN,Jordan,Schroeder,10,25,9/29/90,Lakeville,MN,USA,69,184,R,2009,1,22,,C,26,2,2,1,4,2,30,7,10,0.07,14689,9.4,41.1,357,13.7,10,2.5,1,2,0.333,18,4.4,15,3.7,13,3.2,6,1.5,1,0.2,2,1,0,0,0,0,30,,, ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29.7,1,0,1,5,3,2,0,3,1,0,21,0,0,0,Illness,,,,73,0.6,0.6,0.235,0
755,NYR,Brady,Skjei,76,21,3/26/94,Lakeville,MN,USA,75,206,L,2012,1,28,Y,D,7,0,0,0,0,1,6,3,8,0.00,7448,17.7,41.6,179,25.6,0,0,0,0,0,8,3.9,11,5.3,11,5.3,3,1.5,4,1.9,4,2,0,0,0,0,26,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,1,2,0,0,1,2,0,0,3,0,0,0,,,,,11,0.925,0.925,0.055,0
783,NYR,Derek,Stepan,21,25,6/18/90,Hastings,MN,USA,72,196,R,2008,2,51,,C,72,22,31,16,53,5,192,62,52,0.12,76703,17.8,43.7,1757,24.4,147,6.9,515,588,0.467,89,4.2,38,1.8,39,1.8,30,1.4,62,2.9,20,9,0,0,0,0,97,2,2,1,3,0,5,1,3,0,1,3,2,0,13,0,0,0,32.1,1,2,11,48,15,1,20,39,10,1,106,5,3,2,Ribs,,,,186,8,6.5,6.5,0
797,WPG,Mark,Stuart,5,31,4/27/84,Rochester,MN,USA,74,215,L,2003,1,21,,D,64,1,2,0,3,-7,39,25,41,0.03,62784,16.4,46.3,1355,21.2,0,0,0,0,0,76,4.4,162,9.3,120,6.9,43,2.5,3,0.2,66,21,4,0,0,0,352,,, ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.1,0,0,2,23,0,0,14,5,0,0,20,0,1,0,Hand,,,,186,3.3,2.625,2.625,0
815,SJS,Matt,Tennyson,80,25,4/23/90,Minneapolis,MN,USA,74,205,R,,,,,D,29,1,3,1,4,1,23,13,27,0.04,18288,10.5,41.1,445,15.3,0,0,0,0,0,54,10.6,23,4.5,18,3.5,14,2.8,1,0.2,0,0,0,0,0,0,41,,, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.4,0,0,2,11,2,0,9,3,0,0,9,0,0,0,Upper body,,,,181,0.625,0.625,0.608,0
827,ARI,Jarred,Tinordi,28,23,2/20/92,Burnsville,MN,USA,78,230,L,2010,1,22,,D,10,0,0,0,0,-5,3,5,2,0.00,8579,14.3,43.8,196,19.6,0,0,0,0,0,17,7.1,22,9.2,11,4.6,1,0.4,1,0.4,17,1,3,0,0,0,53,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,0,0,0,5,0,0,0,1,0,0,2,0,0,0,Lower body,,,,186,0.851,0.851,0.85,0
844,PHI,Chris,VandeVelde,76,28,3/15/87,Moorhead,MN,USA,74,190,L,2005,4,97,,C,79,2,12,5,14,-7,77,32,19,0.03,64236,13.6,41.8,1536,19.4,102,5.7,6,15,0.286,162,9.1,139,7.8,60,3.4,18,1,21,1.2,27,11,1,0,0,0,227,,, ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.5,0,3,6,23,6,2,1,15,10,2,41,0,0,0,,,,,186,0.7,0.713,0.713,0
869,WPG,Blake,Wheeler,26,29,8/31/86,Plymouth,MN,USA,77,225,R,2004,1,5,,RW,82,26,52,37,78,8,256,107,96,0.10,97354,19.8,46.3,2101,25.6,345,12.8,10,18,0.357,101,3.7,92,3.4,56,2.1,46,1.7,38,1.4,49,22,1,0,0,0,198,6,2,0.33,3,2,5,3,6,2,1,4,1,1,11,0,0,0,29.6,1,6,8,92,20,12,33,24,11,9,147,4,6,4,,,,,186,5.8,5.6,5.6,0
60,CGY,Brandon,Bollig,52,29,1/31/87,St. Charles,MO,USA,74,220,L,,,,,LW,54,2,2,0,4,-10,56,23,16,0.04,30099,9.3,37.8,797,14.8,0,0,2,1,0.667,49,5.9,117,14,25,3,8,1,11,1.3,103,14,7,4,0,0,252,,, ,1,0,0,0,0,0,0,0,1,0,1,0,0,0,42.8,0,0,4,19,6,0,3,12,2,0,33,0,0,0,,,,,186,1.3,1.25,1.25,0
94,STL,Chris,Butler,25,29,10/27/86,St. Louis,MO,USA,73,196,L,2005,4,96,,D,5,0,0,0,0,-1,4,1,2,0.00,3450,11.5,39.7,87,17.4,0,0,0,0,0,4,4.2,3,3.1,8,8.3,2,2.1,0,0,4,2,0,0,0,0,15,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,1,0,0,1,0,0,0,3,0,0,0,,,,,30,0.675,0.675,0.109,0
478,WPG,Adam,Lowry,17,22,3/29/93,St. Louis,MO,USA,77,210,L,2011,3,67,,C,74,7,10,6,17,-9,73,21,27,0.10,62242,14,41.4,1503,20.3,79,4.6,391,454,0.463,65,3.8,187,10.8,48,2.8,18,1,33,1.9,53,13,3,1,0,0,291,,, ,2,0,2,0,1,0,0,1,1,0,4,0,0,0,28.7,0,1,1,19,8,1,0,11,8,0,45,1,1,1,Undisclosed,,,,175,0.925,0.828,0.87,0
497,EDM,Patrick,Maroon,19,27,4/23/88,St. Louis,MO,USA,75,230,L,2007,6,161,,LW,72,12,15,7,27,-7,104,34,30,0.12,53302,12.3,44.8,1190,16.5,85,5.7,17,36,0.321,96,6.5,151,10.2,10,0.7,30,2,10,0.7,88,19,8,1,0,0,257,1,0,0,2,0,1,0,0,0,0,4,3,0,5,0,0,0,25,0,1,7,26,8,0,9,18,10,2,57,2,2,0,Illness,,,,227,1.9,2,2,0
507,NYI,Scott,Mayfield,42,23,10/14/92,St. Louis,MO,USA,76,224,R,2011,2,34,Y,D,6,1,0,0,1,-4,4,2,6,0.25,6159,17.1,51.8,119,19.8,0,0,0,0,0,5,2.9,12,7,15,8.8,3,1.8,0,0,11,3,1,0,0,0,39,,, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,53.8,0,0,0,2,0,0,2,0,0,0,2,0,0,0,,,,,28,0.925,0.925,0.267,0.85
854,ARI,Joe,Vitale,14,30,8/20/85,St. Louis,MO,USA,71,205,R,2005,7,195,,C,1,0,0,0,0,1,1,1,0,0.00,373,6.2,37.3,10,10,0,0,0,1,0,2,19.3,1,9.7,0,0,0,0,0,0,5,0,1,0,0,0,7,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Orbital bone,,,,186,1.1,1.117,1.117,0
871,OTT,Chris,Wideman,45,26,1/7/90,St. Louis,MO,USA,70,180,R,2009,4,100,Y,D,64,6,7,4,13,4,87,22,68,0.07,53569,14,43.7,1225,19.1,31,2.1,0,0,0,95,6.4,57,3.8,71,4.8,29,1.9,5,0.3,34,17,0,0,0,0,162,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,47.9,0,1,4,17,1,0,26,11,2,0,47,1,1,1,,,,,186,0.6,0.6,0.6,0
141,WPG,Patrice,Cormier,28,25,6/14/90,Moncton,NB,CAN,74,215,L,2008,2,54,,C,2,0,0,0,0,0,1,0,1,0.00,539,4.5,41.5,13,6.5,0,0,3,6,0.333,0,0,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,14,0.65,0.65,0.049,0
487,CAR,Brad,Malone,24,26,5/20/89,Miramichi,NB,CAN,74,207,L,2007,4,105,,C,57,2,4,3,6,-11,31,22,21,0.07,32659,9.5,39.4,829,14.5,51,5.6,40,22,0.645,66,7.3,124,13.7,15,1.7,16,1.8,4,0.4,75,15,9,0,0,0,223,,, ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,33.3,0,0,1,21,1,0,1,11,0,0,18,0,1,1,,,,,186,0.7,0.65,0.65,0
58,CBJ,Jared,Boll,40,29,5/13/86,Charlotte,NC,USA,75,209,R,2005,4,101,,RW,30,1,2,1,3,-3,11,5,6,0.09,11970,6.7,37.3,321,10.7,14,4.2,2,0,1,22,6.6,53,15.9,15,4.5,0,0,3,0.9,61,8,7,0,1,0,136,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.4,0,0,0,5,0,0,1,4,0,0,6,0,0,0,Neck,Foot,,,186,1.7,1.7,1.7,0
759,TOR,Ben,Smith,26,27,7/11/88,Winston-Salem,NC,USA,71,198,R,2008,6,169,,RW,22,2,4,2,6,2,17,9,8,0.12,15962,12.1,39.8,401,18.2,0,0,100,85,0.541,37,8.3,18,4.1,16,3.6,3,0.7,8,1.8,0,0,0,0,0,0,34,,, ,1,0,1,0,0,0,0,1,0,0,1,0,0,0,32.9,0,0,1,8,1,0,3,5,1,0,7,1,0,0,Concussion,Upper body,,,186,1.5,1.5,1.255,0
262,NSH,Paul,Gaustad,28,34,2/3/82,Fargo,ND,USA,77,227,L,2000,7,220,,C,63,2,4,2,6,-4,46,13,12,0.04,42495,11.2,37.4,1135,18,0,0,427,345,0.553,46,3.9,114,9.7,33,2.8,14,1.2,14,1.2,46,8,6,0,0,0,199,,, ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29.5,0,0,3,10,7,1,3,5,1,4,25,0,0,1,Upper body,Lower body,,,186,3,3.25,3.25,0
368,ANA,Tim,Jackman,18,34,11/14/81,Minot,ND,USA,74,225,R,2001,2,38,,RW,2,0,0,0,0,-2,1,0,0,0.00,688,5.7,38.2,18,9,0,0,0,0,0,3,15.7,2,10.5,0,0,1,5.2,0,0,4,2,0,0,0,0,6,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,27,0.7,0.7,0.102,0
225,EDM,Mark,Fayne,5,28,5/15/87,Nashua,NH,USA,75,212,R,2005,5,155,,D,69,2,5,2,7,-6,61,33,40,0.03,69208,16.7,40.3,1716,24.9,19,1,0,0,0,115,6,53,2.8,100,5.2,36,1.9,13,0.7,18,9,0,0,0,0,171,,, ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,53.9,0,0,6,27,5,0,22,12,0,0,22,0,0,0,,,,,186,3.5,3.625,3.574,0
477,PIT,Ben,Lovejoy,12,31,2/20/84,Concord,NH,USA,73,206,R,,,,,D,66,4,6,1,10,9,90,38,44,0.04,74713,18.9,42.4,1761,26.7,14,0.7,0,0,0,173,8.3,154,7.4,104,5,18,0.9,20,1,30,15,0,0,0,0,288,,, ,1,0,0,0,0,0,0,1,0,0,3,0,0,0,56.2,0,0,4,34,0,0,40,10,0,0,40,1,0,0,Upper body,,,,186,1.2,1.1,1.1,0
710,BUF,Tim,Schaller,59,25,11/16/90,Merrimack,NH,USA,74,219,L,,,,Y,C,17,1,2,1,3,3,18,4,4,0.06,8490,8.3,37.6,226,13.3,14,5.9,40,73,0.354,13,5.5,13,5.5,9,3.8,4,1.7,3,1.3,2,1,0,0,0,0,24,,, ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30.4,0,0,1,3,3,0,1,2,0,0,12,0,0,1,,,,,61,0.874,0.874,0.287,0
821,NJD,Paul,Thompson,45,27,11/30/88,Methuen,NH,USA,73,200,R,,,,,RW,3,0,0,0,0,0,3,0,1,0.00,2255,12.5,42.5,53,17.7,0,0,0,0,0,5,8,3,4.8,0,0,0,0,1,1.6,2,1,0,0,0,0,5,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,0,2,0,0,0,,,,,6,0.575,0.575,0.019,0
3,CGY,Kenny,Agostino,51,23,4/30/92,Morristown,NJ,USA,72,202,L,2010,5,140,Y,LW,2,0,0,0,0,-2,3,0,0,0.00,1626,13.6,41.7,39,19.5,0,0,0,0,0,3,6.6,3,6.6,0,0,5,11.1,2,4.4,0,0,0,0,0,0,3,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,6,0.83,0.83,0.024,0
77,TOR,TJ,Brennan,29,26,4/3/89,Willingboro,NJ,USA,73,216,L,2007,2,31,,D,7,1,0,0,1,-6,11,7,8,0.09,6341,15.1,39.9,159,22.7,0,0,0,0,0,5,2.8,7,4,5,2.8,2,1.1,2,1.1,6,3,0,0,0,0,18,,, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.9,0,0,0,7,0,0,2,6,0,0,3,0,0,0,,,,,11,0.675,0.675,0.04,0
260,CGY,Johnny,Gaudreau,13,22,8/13/93,Salem,NJ,USA,69,157,L,2011,4,104,,LW,79,30,48,31,78,4,217,70,84,0.14,94471,19.9,48,1970,24.9,261,9.9,2,3,0.4,63,2.4,26,1,10,0.4,90,3.4,41,1.6,20,10,0,0,0,0,56,5,1,0.2,5,3,6,2,4,0,1,4,1,0,20,0,0,0,26.5,3,5,11,51,22,1,12,21,8,2,151,7,3,5,Upper body,,,,186,0.925,0.925,1.85,1.85
540,DET,Drew,Miller,20,31,2/17/84,Dover,NJ,USA,74,180,L,2003,6,186,,LW,28,1,1,1,2,-5,27,11,6,0.04,21794,13,41.4,527,18.8,0,0,1,1,0.5,32,5.3,39,6.4,33,5.5,6,1,8,1.3,2,1,0,0,0,0,74,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.9,0,0,0,11,1,0,0,7,0,0,19,0,0,1,Knee,Jaw,,,186,1.35,1.35,1.35,0
689,OTT,Buddy,Robinson,55,24,9/30/91,Bellmawr,NJ,USA,78,232,R,,,,Y,RW,3,1,1,0,2,2,5,0,2,0.20,1548,8.6,36.9,42,14,0,0,0,1,0,2,4.7,11,25.6,1,2.3,1,2.3,0,0,4,2,0,0,0,0,16,,, ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,39.6,0,0,0,0,2,1,0,1,0,0,1,0,0,1,,,,,6,0.925,0.925,0.04,0.3
698,OTT,Bobby,Ryan,6,28,3/17/87,Cherry Hill,NJ,USA,74,209,R,2005,1,2,,RW,81,22,34,23,56,-9,183,65,93,0.12,83470,17.2,47.4,1760,21.7,202,8.7,3,8,0.273,106,4.6,106,4.6,24,1,52,2.2,52,2.2,28,13,0,0,0,0,158,11,6,0.55,3,1,2,2,1,1,0,6,0,0,14,0,0,0,31.1,0,0,5,60,19,2,7,37,5,4,109,5,1,5,Hand,,,,186,6.5,7.25,7.25,0
842,TOR,James,van Riemsdyk,21,26,5/4/89,Middletown,NJ,USA,75,209,L,2007,1,2,,LW,40,14,15,10,29,3,129,49,50,0.11,42631,17.8,42,1014,25.4,89,7.5,1,1,0.5,59,5,52,4.4,7,0.6,13,1.1,29,2.4,6,3,0,0,0,0,65,2,0,0,2,0,0,1,2,1,0,5,2,0,4,0,0,0,28,0,2,7,40,20,2,4,33,17,1,52,0,1,1,Foot,,,,186,4.75,4.25,4.25,0
843,CHI,Trevor,van Riemsdyk,57,24,7/24/91,Middletown,NJ,USA,74,188,R,,,,Y,D,82,3,11,7,14,-5,85,37,72,0.04,98320,20,43,2286,27.9,96,3.5,0,0,0,122,4.5,44,1.6,155,5.7,45,1.6,17,0.6,31,13,1,0,0,0,231,,, ,1,0,1,0,1,0,1,1,0,0,0,0,0,0,44.6,1,0,2,34,6,0,38,6,2,0,33,0,0,0,,,,,186,0.925,0.925,0.925,0
300,TOR,Colin,Greening,38,29,3/9/86,St. John's,NL,CAN,74,210,L,2005,7,204,,C,31,7,8,5,15,-2,58,27,17,0.12,26219,14.1,45.4,578,18.6,63,8.7,13,8,0.619,53,7.3,90,12.4,10,1.4,10,1.4,10,1.4,13,4,1,0,0,0,114,,, ,0,0,0,1,0,0,0,4,0,0,3,0,0,0,32.2,1,0,4,22,7,1,2,10,2,1,35,0,1,1,,,,,119,2.75,2.65,1.446,0
616,EDM,Adam,Pardy,6,31,3/29/84,Bonavista,NL,CAN,76,227,L,2004,6,173,,D,23,0,4,3,4,-7,22,10,11,0.00,21920,15.9,45.8,479,20.8,65,10.7,0,0,0,38,6.2,32,5.3,32,5.3,14,2.3,6,1,14,7,0,0,0,0,78,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8,0,0,0,10,0,0,6,6,2,0,8,0,0,1,Hand,,,,186,1,1,1,0
657,FLA,Teddy,Purcell,26,30,9/8/85,St. John's,NL,CAN,74,195,R,,,,,RW,76,14,29,15,43,-11,149,63,72,0.09,76744,16.8,45.3,1696,22.3,134,6.3,2,4,0.333,64,3,31,1.5,15,0.7,34,1.6,31,1.5,12,6,0,0,0,0,58,1,1,1,2,1,2,1,1,1,0,5,1,0,6,0,0,0,33.7,0,3,6,54,10,1,15,35,3,0,85,2,3,1,Groin,,,,186,4.5,4.5,4.5,0
65,NYI,Eric,Boulton,36,39,8/17/76,Halifax,NS,CAN,72,227,L,1994,9,234,,LW,6,0,0,0,0,-3,3,0,2,0.00,3415,9.5,38.8,88,14.7,0,0,0,0,0,3,3.2,15,15.8,0,0,2,2.1,1,1.1,2,1,0,0,0,0,17,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,Upper body,Lower body,,,180,0.575,0.575,0.653,0.1
149,PIT,Sidney,Crosby,87,28,8/7/87,Cole Harbour,NS,CAN,71,200,L,2005,1,1,,C,80,36,49,28,85,19,248,94,104,0.15,98253,20.5,46.5,2114,26.4,277,10.1,986,921,0.517,117,4.3,90,3.3,35,1.3,47,1.7,40,1.5,42,21,0,0,0,0,167,8,2,0.25,5,2,9,4,5,0,1,7,7,0,16,0,0,0,27.9,1,4,15,74,35,1,24,48,23,0,117,8,5,2,Lower body,,,,186,12,8.7,8.7,0
293,ARI,Alex,Grant,47,27,1/20/89,Antigonish,NS,CAN,76,205,R,2007,4,118,,D,5,0,0,0,0,-2,4,1,5,0.00,3970,13.2,41.8,95,19,0,0,0,0,0,7,6.3,7,6.3,2,1.8,0,0,1,0.9,7,1,1,0,0,0,17,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,2,1,0,0,1,0,0,0,,,,,13,0.6,0.6,0.042,0
414,TBL,Alex,Killorn,17,26,9/14/89,Halifax,NS,CAN,74,198,L,2007,3,77,,C,81,14,26,18,40,14,154,64,60,0.09,81625,16.8,49.1,1662,20.5,184,8.1,31,49,0.388,125,5.5,76,3.4,23,1,46,2,31,1.4,44,22,0,0,0,0,143,,, ,5,1,3,2,3,0,0,0,1,0,10,0,0,0,27.7,0,7,3,54,25,1,7,15,12,0,94,1,2,0,Upper body,,,,186,2.7,2.55,2.55,0
483,PHI,Andrew,MacDonald,47,29,9/7/86,Judique,NS,CAN,73,204,L,2006,6,160,,D,28,1,7,5,8,10,20,17,22,0.05,33800,20.1,46,734,26.2,39,4.2,0,0,0,38,4,14,1.5,72,7.7,20,2.1,4,0.4,6,3,0,0,0,0,92,,, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.1,0,0,0,17,0,0,8,4,0,0,8,0,0,0,Lower body,,,,186,4.5,5,4.367,0
485,COL,Nathan,MacKinnon,29,20,9/1/95,Halifax,NS,CAN,72,195,R,2013,1,1,,C,72,21,31,15,52,-4,245,92,80,0.09,81501,18.9,48.1,1696,23.6,136,6,507,540,0.484,68,3,46,2,53,2.3,39,1.7,28,1.2,20,9,0,0,0,0,119,3,2,0.67,4,0,6,1,2,0,2,1,0,0,16,0,2,2,34.7,2,6,8,76,14,4,32,27,3,7,158,0,7,2,Knee,,,,186,0.925,0.925,3.775,2.85
491,BOS,Brad,Marchand,63,27,5/11/88,Halifax,NS,CAN,69,181,L,2006,3,71,,LW,77,37,24,15,61,21,250,71,74,0.15,85933,18.6,44.4,1934,25.1,162,6.8,21,35,0.375,111,4.7,65,2.7,35,1.5,69,2.9,43,1.8,90,30,2,1,1,0,192,3,0,0,10,2,6,5,9,0,0,5,2,1,20,2,2,1,32.7,0,4,6,61,34,4,4,26,10,6,166,6,6,4,Concussion,,,,186,4.5,4.5,4.5,0
739,FLA,Logan,Shaw,48,23,10/5/92,Glace Bay,NS,CAN,75,202,R,2011,3,76,Y,RW,53,5,2,1,7,-7,72,25,15,0.07,38926,12.2,43.9,887,16.7,23,2.1,16,21,0.432,53,4.9,88,8.1,20,1.8,5,0.5,21,1.9,13,4,1,0,0,0,122,,, ,2,0,1,2,1,0,3,1,0,0,0,0,0,0,33.1,0,2,2,21,5,0,15,9,4,0,39,0,1,1,,,,,132,0.693,0.674,0.645,0.233
748,WSH,Zach,Sill,23,27,5/24/88,Truro,NS,CAN,72,202,L,,,,,C,10,1,0,0,1,0,13,3,7,0.08,5960,9.9,42.6,140,14,0,0,33,44,0.429,9,5.4,20,12.1,6,3.6,3,1.8,4,2.4,2,1,0,0,0,0,28,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,1,2,0,0,2,6,1,0,4,0,0,0,,,,,23,0.575,0.575,0.071,0
23,BUF,Justin,Bailey,56,20,7/1/95,Buffalo,NY,USA,75,210,R,2013,2,52,Y,RW,8,0,0,0,0,-2,22,3,3,0.00,5569,11.6,48.4,115,14.4,0,0,0,0,0,12,7.8,8,5.2,6,3.9,3,1.9,4,2.6,2,1,0,0,0,0,16,,, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,0,0,0,3,4,0,1,2,0,2,13,0,0,0,,,,,17,0.667,0.67,0.082,0.283
50,NSH,Anthony,Bitetto,2,25,7/15/90,Island Park,NY,USA,73,210,L,2010,6,168,Y,D,28,1,5,1,6,0,19,11,11,0.05,20385,12.1,43.2,472,16.9,13,2.3,0,0,0,21,3.7,62,10.9,41,7.2,8,1.4,2,0.4,19,7,1,0,0,0,123,,, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.6,0,0,1,10,1,0,7,2,1,0,8,0,0,0,Lower body,,,,186,0.665,0.665,0.666,0
57,BUF,Zach,Bogosian,47,25,7/15/90,Massena,NY,USA,75,219,R,2008,1,3,,D,64,7,17,6,24,-11,121,39,58,0.06,85815,22.3,47.6,1804,28.2,56,2.3,0,0,0,40,1.7,86,3.6,98,4.1,21,0.9,17,0.7,68,19,2,1,1,0,254,,, ,1,0,1,0,0,1,2,1,0,0,3,0,0,0,53.2,0,0,1,38,2,1,63,14,2,0,39,0,3,0,Lower body,,,,186,5.25,5.143,5.143,0
